Well Name,# Stages,# Clusters ,Estimated Average Stage Time,Actual Average Stage Time,Frac Fleet,Fleet Type,Target Formation,Field Area,Ambient Temperature,Grid,Diesel,CNG,Fuel Type,Sand Provider 
Scott 2H,51,377,106.7,80.3,Fleet 1,Simul,Longhorn,Guadalupe,73.7,0,0,13801,Turbine,SAND_C_X
Scott 4H,43,258,102.4,76.4,Fleet 1,Simul,Rodeo,Guadalupe,,0,0,10540,Turbine,SAND_C_X
Scott 5H,43,286,102.4,91.8,Fleet 1,Simul,Rodeo,Guadalupe,73.7,0,0,10839,Turbine,SAND_C_A
Scott 6H,43,339,102.4,93.4,Fleet 1,Simul,Rodeo,Guadalupe,73.7,0,0,10539,Turbine,SAND_C_R
Atchison 1H,43,335,73.1,,Fleet 5,Zipper,Rodeo,Moody Center,74,0,0,12919,Turbine,SAND_C_R
Atchison 2H,68,502,57.1,,Fleet 5,Zipper,Monarch Butterfly,Moody Center,74,0,0,12919,Turbine,SAND_C_R
Atchison 3H,51,328,76.2,87.6,Fleet 5,Zipper,Monarch Butterfly,Moody Center,74,0,0,12919,Turbine,SAND_C_R
Atchison 4H,51,322,76.2,,Fleet 5,Zipper,Cowboy,Moody Center,,0,0,12919,Turbine,SAND_C_R
Atchison 5H,68,441,57.1,69.1,Fleet 5,Zipper,Bluebonnet,Moody Center,74,0,0,12919,Turbine,SAND_C_A
Atchison 6H,51,321,76.2,88.9,Fleet 5,Zipper,Bluebonnet,Moody Center,74,0,0,12919,Turbine,SAND_C_R
Posey 1H,50,356,76.2,95.7,Fleet 15,Zipper,Monarch Butterfly,DKR,74.2,0,96321,0,Diesel,SAND_C_A
Posey 2H,50,346,76.2,93.7,Fleet 15,Zipper,Monarch Butterfly,DKR,74.2,0,90407,0,Diesel,SAND_C_R
Posey 3H,50,330,76.2,94.5,Fleet 15,Zipper,Monarch Butterfly,DKR,,0,94933,0,Diesel,SAND_C_A
Wadena 1H,76,536,,,Fleet 7,Simul,Bluebonnet,DKR,74.4,0,33057,13916,DGB,SAND_C_X
Wadena 2H,76,541,,,Fleet 7,Simul,Bluebonnet,DKR,74.4,0,34580,15205,DGB,SAND_C_A
Wadena 3H,64,490,102.4,,Fleet 7,Simul,Rodeo,DKR,74.4,0,26094,12104,DGB,SAND_C_A
Wadena 4H,76,519,120,,Fleet 7,Simul,Longhorn,DKR,74.4,0,34143,16136,DGB,SAND_C_X
Wadena 5H,76,530,106.7,,Fleet 7,Simul,Cowboy,DKR,74.4,0,33463,15913,DGB,SAND_C_A
Wadena 6H,76,571,106.7,,Fleet 7,Simul,Cowboy,DKR,74.4,0,33259,15517,DGB,SAND_C_A
Pope 1H,50,363,,145.4,Fleet 2,Simul,Pecan Tree,West Campus,74.4,0,172568,0,Diesel,SAND_C_A
Pope 2H,50,375,160,143.7,Fleet 2,Simul,Pecan Tree,West Campus,74.4,0,184110,0,Diesel,SAND_C_X
Pope 3H,50,345,,144.8,Fleet 2,Simul,Pecan Tree,West Campus,,0,181663,0,Diesel,SAND_C_X
Oregon 1H,68,446,47.1,55.8,Fleet 4,Zipper,Rodeo,DKR,74.4,0,0,14111,Turbine,SAND_C_A
Oregon 2H,43,259,73.1,82.3,Fleet 4,Zipper,Rodeo,DKR,,0,0,7883,Turbine,SAND_C_A
Oregon 3H,51,368,76.2,86.7,Fleet 4,Zipper,Cowboy,DKR,74.4,0,0,18641,Turbine,SAND_C_A
Oregon 4H,51,373,85.7,101.6,Fleet 4,Zipper,Longhorn,DKR,74.4,0,0,22619,Turbine,SAND_C_A
Oregon 5H,68,485,64.3,79.7,Fleet 4,Zipper,Longhorn,DKR,74.4,0,0,21183,Turbine,SAND_C_X
Buchanan 1H,37,268,160,184.2,Fleet 9,Simul,Lone Star,Turtle Pond,74.5,0,43700,7257,DGB,SAND_C_A
Buchanan 2H,37,300,120,135.5,Fleet 9,Simul,Longhorn,Turtle Pond,74.5,0,32632,7202,DGB,SAND_C_X
Buchanan 3H,37,252,,175.4,Fleet 9,Simul,Lone Star,Turtle Pond,,0,39781,8873,DGB,SAND_C_R
Buchanan 4H,37,250,,138.5,Fleet 9,Simul,Longhorn,Turtle Pond,,0,31062,7338,DGB,SAND_C_X
Buchanan 5H,37,264,160,164.6,Fleet 9,Simul,Lone Star,Turtle Pond,74.5,0,42868,8639,DGB,SAND_C_R
Pinellas 1H,76,503,96,112.3,Fleet 2,Simul,Cowboy,West Campus,74.5,1411520,0,0,Grid,SAND_C_X
Pinellas 3H,76,573,96,111.8,Fleet 2,Simul,Longhorn,West Campus,74.5,1381686,0,0,Grid,SAND_C_X
Pinellas 4H,76,503,96,111.1,Fleet 2,Simul,Bluebonnet,West Campus,74.5,1404087,0,0,Grid,SAND_C_X
Pinellas 5H,64,475,115.2,127.7,Fleet 2,Simul,Rodeo,West Campus,74.5,1390290,0,0,Grid,SAND_C_R
Montgomery 1H,64,441,120,84.9,Fleet 9,Simul,Longhorn,The Tower,74.6,0,29706,16932,DGB,SAND_C_A
Montgomery 2H,64,398,160,84.2,Fleet 9,Simul,Lone Star,The Tower,74.6,0,33099,22270,DGB,SAND_C_X
Montgomery 3H,64,496,120,84.1,Fleet 9,Simul,Longhorn,The Tower,,0,31500,18782,DGB,SAND_C_X
Madison 3H,50,315,85.7,111.4,Fleet 10,Zipper,Lone Star,Gregory Gym,,0,113384,0,Diesel,SAND_C_A
Madison 4H,50,359,,110.2,Fleet 10,Zipper,Lone Star,Gregory Gym,74.6,0,113387,0,Diesel,SAND_C_A
Madison 5H,50,364,78.1,101.4,Fleet 10,Zipper,Longhorn,Gregory Gym,74.6,0,104049,0,Diesel,SAND_C_X
Madison 6H,50,311,78.1,108.5,Fleet 10,Zipper,Longhorn,Gregory Gym,74.6,0,103985,0,Diesel,SAND_C_R
Porter 1H,50,357,114.3,133.8,Fleet 4,Zipper,Pecan Tree,Guadalupe,74.6,0,0,23740,Turbine,SAND_C_A
Porter 2H,50,337,76.2,115.3,Fleet 4,Zipper,Bluebonnet,Guadalupe,,0,0,13963,Turbine,SAND_C_A
Porter 3H,44,271,77.1,,Fleet 4,Zipper,Cowboy,Guadalupe,74.6,0,0,12281,Turbine,SAND_C_X
Porter 4H,44,272,77.1,95.6,Fleet 4,Zipper,Cowboy,Guadalupe,74.6,0,0,11182,Turbine,SAND_C_A
Porter 5H,44,305,77.1,,Fleet 4,Zipper,Longhorn,Guadalupe,74.6,0,0,12007,Turbine,SAND_C_X
Porter 6H,42,288,73.1,60,Fleet 4,Zipper,Rodeo,Guadalupe,74.6,0,0,9520,Turbine,SAND_C_X
Porter 7H,50,356,76.2,87.7,Fleet 4,Zipper,Monarch Butterfly,Guadalupe,74.6,0,0,12682,Turbine,SAND_C_A
Vernon 1H,62,391,85.7,103.2,Fleet 5,Zipper,Longhorn,West Campus,74.6,0,0,16105,Turbine,SAND_C_A
Vernon 2H,62,461,62.9,75.8,Fleet 5,Zipper,Monarch Butterfly,West Campus,74.6,0,0,16105,Turbine,SAND_C_R
Vernon 3H,62,448,76.2,90.8,Fleet 5,Zipper,Cowboy,West Campus,74.6,0,0,16105,Turbine,SAND_C_X
Vernon 4H,62,477,,88.3,Fleet 5,Zipper,Bluebonnet,West Campus,74.6,0,0,16105,Turbine,SAND_C_X
Vernon 5H,52,373,73.1,83.3,Fleet 5,Zipper,Rodeo,West Campus,74.6,0,0,16105,Turbine,SAND_C_R
Penobscot 2H,51,310,160,,Fleet 1,Simul,Lone Star,The Tower,74.6,0,0,24394,Turbine,SAND_C_R
Penobscot 3H,51,342,,,Fleet 1,Simul,Longhorn,The Tower,74.6,0,0,20454,Turbine,SAND_C_X
Penobscot 4H,51,314,,,Fleet 1,Simul,Longhorn,The Tower,,0,0,21337,Turbine,SAND_C_X
Penobscot 5H,51,355,120,137.6,Fleet 1,Simul,Longhorn,The Tower,74.6,0,0,19401,Turbine,SAND_C_R
Penobscot 6H,51,314,160,,Fleet 1,Simul,Lone Star,The Tower,74.6,0,0,25593,Turbine,SAND_C_R
Twin Falls 1H,50,394,76.2,91.8,Fleet 15,Zipper,Bluebonnet,CPE,74.7,0,95491,0,Diesel,SAND_C_A
Twin Falls 2H,50,356,76.2,93.7,Fleet 15,Zipper,Bluebonnet,CPE,,0,86897,0,Diesel,SAND_C_R
Allegan 1H,51,363,76.2,88.7,Fleet 8,Zipper,Monarch Butterfly,Moody Center,,0,23354,8370,DGB,SAND_C_X
Allegan 2H,51,319,76.2,86.8,Fleet 8,Zipper,Monarch Butterfly,Moody Center,74.8,0,20716,8472,DGB,SAND_C_R
Allegan 3H,43,342,73.1,85.7,Fleet 8,Zipper,Rodeo,Moody Center,74.8,0,17524,6991,DGB,SAND_C_X
Allegan 4H,51,333,76.2,90.4,Fleet 8,Zipper,Bluebonnet,Moody Center,74.8,0,21291,8566,DGB,SAND_C_X
Allegan 5H,51,381,76.2,94.4,Fleet 8,Zipper,Cowboy,Moody Center,74.8,0,21569,8602,DGB,SAND_C_A
Allegan 6H,51,365,76.2,90.6,Fleet 8,Zipper,Bluebonnet,Moody Center,,0,21439,8581,DGB,SAND_C_X
Clinton 5H,51,363,76.2,92.4,Fleet 4,Zipper,Longhorn,Guadalupe,75.3,0,0,15595,Turbine,SAND_C_A
Clinton 6H,51,404,76.2,90.7,Fleet 4,Zipper,Longhorn,Guadalupe,75.3,0,0,15841,Turbine,SAND_C_R
Clark 1H,62,420,78.1,97.5,Fleet 15,Zipper,Longhorn,CPE,75.5,0,123009,0,Diesel,SAND_C_X
Clark 2H,62,459,78.1,97.6,Fleet 15,Zipper,Longhorn,CPE,75.5,0,124054,0,Diesel,SAND_C_X
Clark 3H,62,405,78.1,,Fleet 15,Zipper,Longhorn,CPE,75.5,0,124925,0,Diesel,SAND_C_X
Screven 1H,62,417,106.7,,Fleet 2,Simul,Longhorn,West Campus,75.7,0,130801,0,Diesel,SAND_C_R
Screven 2H,62,413,,101.9,Fleet 2,Simul,Bluebonnet,West Campus,75.7,0,129556,0,Diesel,SAND_C_A
Screven 3H,62,395,106.7,100.4,Fleet 2,Simul,Cowboy,West Campus,75.7,0,128679,0,Diesel,SAND_C_A
Screven 5H,62,464,106.7,106.3,Fleet 2,Simul,Longhorn,West Campus,,0,120067,0,Diesel,SAND_C_A
Screven 6H,52,403,102.4,96.1,Fleet 2,Simul,Rodeo,West Campus,75.7,0,119798,0,Diesel,SAND_C_X
Genesee 4H,51,363,106.7,126.3,Fleet 2,Simul,Cowboy,DKR,76,935114,0,0,Grid,SAND_C_X
Genesee 5H,68,445,66,,Fleet 2,Simul,Rodeo,DKR,76,661701,0,0,Grid,SAND_C_R
Genesee 6H,68,502,66,77.9,Fleet 2,Simul,Rodeo,DKR,76,739914,0,0,Grid,SAND_C_R
Genesee 7H,51,330,106.7,128.4,Fleet 2,Simul,Bluebonnet,DKR,76,902494,0,0,Grid,SAND_C_X
Lincoln 1H,59,404,102.4,95.3,Fleet 7,Simul,Rodeo,DKR,76.1,0,29450,10759,DGB,SAND_C_X
Lincoln 2H,71,450,106.7,91.3,Fleet 7,Simul,Cowboy,DKR,76.1,0,33038,13876,DGB,SAND_C_A
Lincoln 3H,71,509,88,92.5,Fleet 7,Simul,Monarch Butterfly,DKR,76.1,0,32731,11784,DGB,SAND_C_A
Lincoln 4H,59,440,,104.5,Fleet 7,Simul,Rodeo,DKR,76.1,0,29920,9488,DGB,SAND_C_X
Lincoln 5H,71,488,120,,Fleet 7,Simul,Longhorn,DKR,76.1,0,38434,14570,DGB,SAND_C_X
Lincoln 6H,71,497,106.7,93.8,Fleet 7,Simul,Bluebonnet,DKR,76.1,0,30995,11875,DGB,SAND_C_X
Coles 1H,45,288,102.4,115.3,Fleet 12,Simul,Rodeo,Moody Center,76.3,0,67607,0,Diesel,SAND_C_A
Coles 2H,54,395,133.3,146.8,Fleet 12,Simul,Monarch Butterfly,Moody Center,76.3,0,107340,0,Diesel,SAND_C_X
Coles 3H,54,370,133.3,144.1,Fleet 12,Simul,Monarch Butterfly,Moody Center,76.3,0,106270,0,Diesel,SAND_C_X
Coles 4H,54,348,133.3,,Fleet 12,Simul,Bluebonnet,Moody Center,,0,119424,0,Diesel,SAND_C_X
Coles 5H,54,424,106.7,115.9,Fleet 12,Simul,Cowboy,Moody Center,76.3,0,100114,0,Diesel,SAND_C_A
Coles 6H,54,358,133.3,,Fleet 12,Simul,Bluebonnet,Moody Center,76.3,0,118257,0,Diesel,SAND_C_X
Watonwan 1H,51,405,,121.1,Fleet 2,Simul,Bluebonnet,Guadalupe,,0,0,11618,Turbine,SAND_C_X
Watonwan 2H,51,406,106.7,120.4,Fleet 2,Simul,Bluebonnet,Guadalupe,76.3,0,0,11618,Turbine,SAND_C_X
Watonwan 3H,50,384,88,103.6,Fleet 2,Simul,Monarch Butterfly,Guadalupe,76.3,0,0,11618,Turbine,SAND_C_X
Watonwan 4H,50,368,88,108.3,Fleet 2,Simul,Monarch Butterfly,Guadalupe,76.3,0,0,11618,Turbine,SAND_C_A
Watonwan 5H,42,251,102.4,117.9,Fleet 2,Simul,Rodeo,Guadalupe,,0,0,11618,Turbine,SAND_C_A
Watonwan 6H,42,304,102.4,116.8,Fleet 2,Simul,Rodeo,Guadalupe,,0,0,11618,Turbine,SAND_C_X
Cattaraugus 1H,64,410,95.2,172.4,Fleet 4,Zipper,Armadillo,Guadalupe,76.3,0,0,21727,Turbine,SAND_C_R
Cattaraugus 2H,64,441,95.2,164.4,Fleet 4,Zipper,Armadillo,Guadalupe,76.3,0,0,21094,Turbine,SAND_C_X
Minidoka 1H,62,449,76.2,94.2,Fleet 10,Zipper,Bluebonnet,West Campus,76.4,0,128155,0,Diesel,SAND_C_X
Minidoka 2H,62,399,76.2,95.1,Fleet 10,Zipper,Longhorn,West Campus,76.4,0,132006,0,Diesel,SAND_C_X
Minidoka 3H,62,462,76.2,94.1,Fleet 10,Zipper,Cowboy,West Campus,76.4,0,132618,0,Diesel,SAND_C_R
Minidoka 4H,52,338,,91.8,Fleet 10,Zipper,Rodeo,West Campus,76.4,0,103295,0,Diesel,SAND_C_A
Kemper 1H,62,455,85.7,,Fleet 4,Zipper,Longhorn,CPE,76.6,0,10238,21030,DGB,SAND_C_A
Kemper 2H,62,426,85.7,104.4,Fleet 4,Zipper,Longhorn,CPE,76.6,0,10238,21053,DGB,SAND_C_A
Kemper 3H,64,471,85.7,105.9,Fleet 4,Zipper,Longhorn,CPE,76.6,0,10238,20752,DGB,SAND_C_X
Terrell 1H,62,458,68.6,96,Fleet 8,Zipper,Bluebonnet,CPE,76.7,0,108167,0,Diesel,SAND_C_R
Terrell 2H,62,445,,85.6,Fleet 8,Zipper,Bluebonnet,CPE,,0,105868,0,Diesel,SAND_C_A
Terrell 3H,62,398,68.6,87.6,Fleet 8,Zipper,Bluebonnet,CPE,76.7,0,99861,0,Diesel,SAND_C_X
Pickens 1H,50,391,133.3,148.7,Fleet 12,Simul,Bluebonnet,West Campus,76.7,0,104105,0,Diesel,SAND_C_X
Pickens 2H,47,365,140,,Fleet 12,Simul,Armadillo,West Campus,76.7,0,113103,0,Diesel,SAND_C_A
Pickens 3H,47,280,140,153.3,Fleet 12,Simul,Armadillo,West Campus,76.7,0,114793,0,Diesel,SAND_C_A
Pickens 4H,50,377,133.3,145.8,Fleet 12,Simul,Bluebonnet,West Campus,76.7,0,104561,0,Diesel,SAND_C_A
Pickens 5H,47,299,140,,Fleet 12,Simul,Armadillo,West Campus,76.7,0,119017,0,Diesel,SAND_C_X
Greene 1H,51,308,114.3,93.6,Fleet 4,Zipper,Lone Star,Turtle Pond,76.8,0,0,21420,Turbine,SAND_C_X
Greene 2H,51,393,,93.3,Fleet 4,Zipper,Lone Star,Turtle Pond,76.8,0,0,18643,Turbine,SAND_C_A
Greene 3H,51,349,114.3,108.2,Fleet 4,Zipper,Lone Star,Turtle Pond,76.8,0,0,21030,Turbine,SAND_C_X
Jasper 1H,37,261,76.2,92.5,Fleet 15,Zipper,Bluebonnet,CPE,76.9,0,76318,0,Diesel,SAND_C_A
Jasper 2H,37,262,76.2,93.7,Fleet 15,Zipper,Bluebonnet,CPE,,0,72788,0,Diesel,SAND_C_A
Jasper 3H,31,221,73.1,86.2,Fleet 15,Zipper,Rodeo,CPE,76.9,0,55768,0,Diesel,SAND_C_A
Jasper 4H,31,191,73.1,86.6,Fleet 15,Zipper,Rodeo,CPE,,0,54121,0,Diesel,SAND_C_X
Madison 3H,50,301,106.7,111.4,Fleet 14,Simul,Bluebonnet,DKR,77,0,105751,0,Diesel,SAND_C_X
Madison 4H,50,382,120,110.2,Fleet 14,Simul,Longhorn,DKR,,0,83056,0,Diesel,SAND_C_X
Madison 5H,50,366,133.3,,Fleet 14,Simul,Cowboy,DKR,77,0,96427,0,Diesel,SAND_C_A
Madison 6H,50,373,120,108.5,Fleet 14,Simul,Longhorn,DKR,77,0,89035,0,Diesel,SAND_C_R
Gallatin 1H,50,400,,142.6,Fleet 11,Zipper,Pecan Tree,CPE,77.3,0,181904,0,Diesel,SAND_C_A
Gallatin 2H,50,323,114.3,145.6,Fleet 11,Zipper,Pecan Tree,CPE,77.3,0,185944,0,Diesel,SAND_C_X
Gallatin 3H,50,351,114.3,,Fleet 11,Zipper,Pecan Tree,CPE,77.3,0,185106,0,Diesel,SAND_C_X
Daviess 1H,43,273,73.1,88.4,Fleet 4,Zipper,Rodeo,Turtle Pond,,0,0,9874,Turbine,SAND_C_X
Daviess 2H,43,275,,84.7,Fleet 4,Zipper,Rodeo,Turtle Pond,77.4,0,0,10401,Turbine,SAND_C_A
Johnson 2H,50,343,114.3,104.9,Fleet 11,Zipper,Pecan Tree,West Campus,77.5,0,161614,0,Diesel,SAND_C_A
Johnson 3H,62,384,114.3,106.4,Fleet 11,Zipper,Pecan Tree,West Campus,77.5,0,214605,0,Diesel,SAND_C_A
Mahaska 1H,75,504,120,,Fleet 14,Simul,Longhorn,CPE,,0,162535,0,Diesel,SAND_C_A
Mahaska 2H,75,563,133.3,143.7,Fleet 14,Simul,Lone Star,CPE,77.5,0,158827,0,Diesel,SAND_C_R
Mahaska 3H,75,554,,144.9,Fleet 14,Simul,Lone Star,CPE,77.5,0,154609,0,Diesel,SAND_C_A
Mahaska 4H,75,537,120,140.8,Fleet 14,Simul,Longhorn,CPE,77.5,0,156078,0,Diesel,SAND_C_R
Mahaska 5H,75,510,120,,Fleet 14,Simul,Longhorn,CPE,77.5,0,148174,0,Diesel,SAND_C_X
San Juan 1H,50,366,68.6,87.4,Fleet 11,Zipper,Bluebonnet,CPE,77.6,0,76302,0,Diesel,SAND_C_X
San Juan 2H,50,356,68.6,88.1,Fleet 11,Zipper,Bluebonnet,CPE,77.6,0,77629,0,Diesel,SAND_C_A
San Juan 3H,50,361,68.6,89,Fleet 11,Zipper,Bluebonnet,CPE,,0,79450,0,Diesel,SAND_C_X
San Juan 4H,42,299,73.1,92,Fleet 11,Zipper,Rodeo,CPE,77.6,0,61793,0,Diesel,SAND_C_A
San Juan 5H,42,335,73.1,90.4,Fleet 11,Zipper,Rodeo,CPE,77.6,0,60254,0,Diesel,SAND_C_X
Randolph 1H,76,528,96,113.6,Fleet 7,Simul,Longhorn,Guadalupe,78.3,0,40303,13417,DGB,SAND_C_R
Randolph 2H,76,580,96,111.2,Fleet 7,Simul,Cowboy,Guadalupe,78.3,0,38731,12979,DGB,SAND_C_R
Randolph 3H,76,508,96,110.7,Fleet 7,Simul,Cowboy,Guadalupe,,0,38282,12854,DGB,SAND_C_X
Randolph 4H,76,522,106.7,119,Fleet 7,Simul,Bluebonnet,Guadalupe,78.3,0,38778,13574,DGB,SAND_C_R
Randolph 5H,64,433,102.4,114.9,Fleet 7,Simul,Rodeo,Guadalupe,78.3,0,34371,10040,DGB,SAND_C_A
Randolph 6H,76,482,106.7,116,Fleet 7,Simul,Monarch Butterfly,Guadalupe,78.3,0,40894,12902,DGB,SAND_C_X
Socorro 1H,49,373,64.3,76,Fleet 8,Zipper,Magnolia,DKR,78.5,0,26431,8847,DGB,SAND_C_R
Socorro 2H,37,211,76.2,87.3,Fleet 8,Zipper,Monarch Butterfly,DKR,78.5,0,22904,7279,DGB,SAND_C_X
Socorro 3H,31,224,73.1,83,Fleet 8,Zipper,Rodeo,DKR,78.5,0,19289,5901,DGB,SAND_C_X
Big Stone 1H,62,418,160,169.5,Fleet 9,Simul,Pecan Tree,CPE,78.6,0,57169,16317,DGB,SAND_C_R
Big Stone 2H,62,414,,,Fleet 9,Simul,Pecan Tree,CPE,78.6,0,69310,16551,DGB,SAND_C_X
Big Stone 3H,64,495,,,Fleet 9,Simul,Lone Star,CPE,78.6,0,51877,12389,DGB,SAND_C_X
Big Stone 4H,64,420,120,130.6,Fleet 9,Simul,Lone Star,CPE,78.6,0,44843,12381,DGB,SAND_C_R
Big Stone 5H,64,446,,133.5,Fleet 9,Simul,Lone Star,CPE,78.6,0,44601,13139,DGB,SAND_C_A
York 1H,75,545,109.3,98.5,Fleet 2,Simul,Longhorn,Turtle Pond,78.8,0,154453,0,Diesel,SAND_C_R
York 2H,75,514,120,106.5,Fleet 2,Simul,Lone Star,Turtle Pond,78.8,0,164770,0,Diesel,SAND_C_A
York 3H,75,543,120,110.9,Fleet 2,Simul,Cowboy,Turtle Pond,78.8,0,161781,0,Diesel,SAND_C_A
Lumpkin 1H,62,415,68.6,,Fleet 10,Zipper,Bluebonnet,Turtle Pond,78.9,0,120953,0,Diesel,SAND_C_X
Lumpkin 2H,62,411,68.6,86.2,Fleet 10,Zipper,Bluebonnet,Turtle Pond,78.9,0,122864,0,Diesel,SAND_C_X
Lumpkin 3H,62,480,68.6,85.3,Fleet 10,Zipper,Bluebonnet,Turtle Pond,78.9,0,124754,0,Diesel,SAND_C_X
Crawford 1H,42,306,73.1,86.9,Fleet 15,Zipper,Rodeo,Guadalupe,79.2,0,69716,0,Diesel,SAND_C_A
Crawford 2H,50,344,68.6,100.8,Fleet 15,Zipper,Monarch Butterfly,Guadalupe,79.2,0,81060,0,Diesel,SAND_C_X
Crawford 3H,44,333,70.7,87.9,Fleet 15,Zipper,Cowboy,Guadalupe,,0,80088,0,Diesel,SAND_C_X
Crawford 4H,50,398,68.6,88.6,Fleet 15,Zipper,Bluebonnet,Guadalupe,,0,86069,0,Diesel,SAND_C_A
Crawford 5H,44,299,70.7,85.4,Fleet 15,Zipper,Cowboy,Guadalupe,79.2,0,84724,0,Diesel,SAND_C_X
Crawford 6H,44,325,70.7,87.8,Fleet 15,Zipper,Longhorn,Guadalupe,79.2,0,80032,0,Diesel,SAND_C_X
Taylor 1H,75,475,106.7,133.9,Fleet 1,Simul,Bluebonnet,Guadalupe,79.7,0,0,24483,Turbine,SAND_C_X
Taylor 2H,75,535,96,132.9,Fleet 1,Simul,Cowboy,Guadalupe,,0,0,22066,Turbine,SAND_C_A
Taylor 3H,75,524,96,134.5,Fleet 1,Simul,Cowboy,Guadalupe,79.7,0,0,21393,Turbine,SAND_C_R
Taylor 4H,75,543,96,,Fleet 1,Simul,Longhorn,Guadalupe,79.7,0,0,22741,Turbine,SAND_C_R
Taylor 5H,62,441,102.4,125.9,Fleet 1,Simul,Rodeo,Guadalupe,79.7,0,0,17832,Turbine,SAND_C_X
King and Queen 1H,62,424,85.7,100.5,Fleet 10,Zipper,Lone Star,CPE,79.8,0,153172,0,Diesel,SAND_C_A
King and Queen 2H,62,478,68.6,85.7,Fleet 10,Zipper,Bluebonnet,CPE,79.8,0,121265,0,Diesel,SAND_C_R
King and Queen 3H,62,386,85.7,101.7,Fleet 10,Zipper,Lone Star,CPE,79.8,0,148754,0,Diesel,SAND_C_R
King and Queen 4H,62,440,85.7,101.7,Fleet 10,Zipper,Lone Star,CPE,,0,145295,0,Diesel,SAND_C_R
King and Queen 5H,52,319,73.1,87.6,Fleet 10,Zipper,Rodeo,CPE,79.8,0,98186,0,Diesel,SAND_C_R
Mecosta 2H,82,589,106.7,122.9,Fleet 1,Simul,Bluebonnet,DKR,79.8,1552554,0,0,Grid,SAND_C_X
Mecosta 5H,69,492,102.4,120.5,Fleet 1,Simul,Rodeo,DKR,79.8,1236301,0,0,Grid,SAND_C_A
Mecosta 1H,92,600,120,138.7,Fleet 1,Simul,Longhorn,DKR,79.8,0,0,29279,Turbine,SAND_C_X
Mecosta 4H,82,613,106.7,123.7,Fleet 1,Simul,Monarch Butterfly,DKR,79.8,0,0,23465,Turbine,SAND_C_R
Mecosta 6H,69,487,,,Fleet 1,Simul,Rodeo,DKR,79.8,0,0,17701,Turbine,SAND_C_X
Clay 1H,50,392,120,126.8,Fleet 12,Simul,Cowboy,CPE,80,0,98373,0,Diesel,SAND_C_A
Clay 2H,50,339,109.3,,Fleet 12,Simul,Longhorn,CPE,80,0,90679,0,Diesel,SAND_C_A
Clay 3H,50,394,120,121.5,Fleet 12,Simul,Cowboy,CPE,80,0,99638,0,Diesel,SAND_C_X
Clay 5H,50,374,,,Fleet 12,Simul,Longhorn,CPE,80,0,92158,0,Diesel,SAND_C_X
Clay 6H,50,348,,128,Fleet 12,Simul,Cowboy,CPE,80,0,93639,0,Diesel,SAND_C_R
Hayes 1H,39,235,114.3,,Fleet 6,Zipper,Pecan Tree,West Campus,80.2,0,57601,10783,DGB,SAND_C_A
Hayes 2H,39,312,114.3,,Fleet 6,Zipper,Pecan Tree,West Campus,80.2,0,58930,10678,DGB,SAND_C_A
Hayes 3H,39,234,114.3,,Fleet 6,Zipper,Pecan Tree,West Campus,80.2,0,56118,10478,DGB,SAND_C_X
Mineral 1H,37,303,106.7,114.9,Fleet 9,Simul,Monarch Butterfly,DKR,80.6,0,17781,6517,DGB,SAND_C_X
Mineral 2H,32,191,102.4,113.7,Fleet 9,Simul,Rodeo,DKR,80.6,0,18032,5183,DGB,SAND_C_X
Mineral 3H,32,207,102.4,113.9,Fleet 9,Simul,Rodeo,DKR,80.6,0,18337,5356,DGB,SAND_C_R
Mineral 4H,31,205,102.4,112.4,Fleet 9,Simul,Rodeo,DKR,80.6,0,18021,5209,DGB,SAND_C_A
Mineral 5H,49,312,90,99.9,Fleet 9,Simul,Magnolia,DKR,80.6,0,17598,8145,DGB,SAND_C_X
Mineral 7H,51,404,,,Fleet 9,Simul,Magnolia,DKR,,0,18177,8288,DGB,SAND_C_A
Lawrence 1H,51,334,,128.1,Fleet 8,Zipper,Pecan Tree,CPE,80.7,0,47463,16374,DGB,SAND_C_X
Lawrence 2H,51,386,114.3,134.2,Fleet 8,Zipper,Pecan Tree,CPE,80.7,0,47113,15633,DGB,SAND_C_X
LaGrange 1H,61,447,57.1,74.1,Fleet 4,Zipper,Cowboy,Moody Center,80.7,0,0,16958,Turbine,SAND_C_R
LaGrange 2H,61,461,57.1,72,Fleet 4,Zipper,Cowboy,Moody Center,80.7,0,0,15997,Turbine,SAND_C_A
LaGrange 3H,61,464,,75.9,Fleet 4,Zipper,Cowboy,Moody Center,80.7,0,0,12803,Turbine,SAND_C_A
Richmond 1H,76,532,120,136,Fleet 2,Simul,Lone Star,CPE,81.1,1794803,0,0,Grid,SAND_C_R
Richmond 2H,76,483,120,137.7,Fleet 2,Simul,Lone Star,CPE,81.1,1899166,0,0,Grid,SAND_C_X
Richmond 3H,76,515,120,139.3,Fleet 2,Simul,Longhorn,CPE,81.1,1924349,0,0,Grid,SAND_C_A
Richmond 4H,76,490,120,134.9,Fleet 2,Simul,Lone Star,CPE,,1854868,0,0,Grid,SAND_C_R
Richmond 6H,76,526,120,135.5,Fleet 2,Simul,Longhorn,CPE,81.1,1863946,0,0,Grid,SAND_C_A
Chouteau 1H,50,312,96,111.5,Fleet 2,Simul,Lone Star,Guadalupe,81.3,0,0,13633,Turbine,SAND_C_A
